1	1	1101	1	CtoA	16.64084	-4.490389	0.9127794	21.80152	-5.598997	0.9126502	15.49942	-9.698181	0.9102229	20.62569	-10.85079	0.9102021	
1	4	1101	1	CtoA	16.96599	-4.676129	0.9121247	22.19462	-5.778113	0.9167747	15.80655	-9.976365	0.9122338	21.02819	-11.09689	0.9150541	
1	4	1101	0	SilverToGold	3.895898	22.13626	0.8985077	3.655371	22.08377	0.8939895	3.757788	22.23578	0.8960202	3.738018	22.21254	0.8967201	
1	2	1101	0	AgainstTemplate	2.327422	20.17332	0.876608	2.168615	20.19082	0.8889988	2.238516	20.18233	0.8685533	2.298028	20.23836	0.8742784	
1	2	1101	1	AgainstTemplate	19.30264	15.48472	0.8422689	24.38806	14.38009	0.8511577	18.09737	10.278	0.8606114	23.32587	9.133959	0.8505985	
1	3	1101	0	AgainstTemplate	3.322313	20.8904	0.8711695	3.156867	20.9203	0.8822802	3.242863	20.94848	0.8725137	3.270718	20.97955	0.8811737	
1	3	1101	1	AgainstTemplate	20.6077	16.05965	0.8446171	25.64144	14.9701	0.8419344	19.36896	10.82122	0.8355158	24.57902	9.718631	0.8401669	
1	1	1101	2	AgainstTemplate	-0.9930227	-1.447873	0.7752854	-0.8858596	0.8987902	0.8074482	1.4156	-1.414687	0.7518745	1.28066	0.8808883	0.7921023	
1	1	1101	3	AgainstTemplate	16.07028	-5.238904	0.8128315	21.28443	-5.051716	0.8158795	16.33413	-10.45542	0.7610168	21.35981	-10.30283	0.7986059	
1	2	1101	2	AgainstTemplate	1.355109	18.74711	0.7739289	1.207193	21.05473	0.7860844	3.615143	18.79036	0.7712301	3.652243	21.16697	0.7786281	
1	2	1101	3	AgainstTemplate	18.7648	14.76754	0.8068514	23.8392	14.90687	0.8125347	18.89499	9.501384	0.7777678	24.04372	9.720546	0.8074244	
1	3	1101	2	AgainstTemplate	2.41096	19.47697	0.7636036	2.207831	21.77154	0.7805701	4.615072	19.55672	0.7697261	4.6383	21.8764	0.8029168	
1	3	1101	3	AgainstTemplate	19.99457	15.35166	0.8020602	25.16863	15.46961	0.7894869	20.13214	10.08827	0.8110991	25.38275	10.28356	0.8128281	
1	4	1101	2	AgainstTemplate	2.886898	20.70379	0.7919248	2.735228	23.00519	0.7835973	5.145218	20.79905	0.7807193	5.163735	23.20435	0.7718498	
1	4	1101	3	AgainstTemplate	20.37123	16.69307	0.8101796	25.37825	16.85159	0.8174899	20.43916	11.52961	0.7823749	25.60673	11.72524	0.8105847	
1	1	1102	1	CtoA	16.27269	-4.294626	0.9159524	21.40672	-5.411232	0.9058825	15.14052	-9.459916	0.9064628	20.22322	-10.62157	0.9168786	
1	3	1102	1	CtoA	16.99043	-4.722702	0.9080327	22.24676	-5.804311	0.9175721	15.86942	-9.985638	0.9126413	21.05843	-11.11111	0.9102329	
1	3	1102	0	SilverToGold	3.701212	23.40126	0.8773569	3.510529	23.37477	0.8852489	3.581746	23.45448	0.8788208	3.619334	23.47745	0.8848001	
1	1	1101	0	0	-0.03857483	0.0758407	0.766714	0.03425996	0.05252827	0.802147	0.007698877	-0.001000593	0.7601392	0.006277739	0.03619267	0.8079778	
1	2	1102	0	AgainstTemplate	2.576825	22.63153	0.866611	2.435747	22.62891	0.8609649	2.475288	22.63332	0.8502882	2.585935	22.70625	0.8544655	
1	2	1102	1	AgainstTemplate	19.41165	18.03333	0.8546797	24.42573	16.90661	0.8578283	18.12328	12.79498	0.8621253	23.38519	11.72967	0.8596981	
1	4	1102	0	AgainstTemplate	4.116892	24.70152	0.8418059	3.943871	24.67924	0.8614177	3.975114	24.73055	0.8477044	4.042002	24.80758	0.8767005	
1	1	1101	1	0	16.61052	-4.471722	0.6781765	21.8009	-5.567839	0.7658699	15.54075	-9.651819	0.742835	20.5914	-10.75468	0.7656713	
1	4	1102	1	AgainstTemplate	21.17693	19.96569	0.8471255	26.18782	18.85452	0.8529775	19.90317	14.79375	0.8554639	25.10752	13.64689	0.8543819	
