1	1	1101	0	0	0.002	0.041	0.00001	0.00000	-0.00003	0.00002
1	1	1101	1	0	18.636	-7.612	-0.00078	-0.00075	-0.00353	0.00349
1	1	1101	2	0	0.227	-0.241	0.00138	0.00140	-0.00002	-0.00002
1	1	1101	3	0	18.795	-7.729	0.00006	0.00005	-0.00353	0.00346
1	2	1101	0	0	2.269	20.232	0.00002	0.00003	0.00001	-0.00002
1	2	1101	1	0	21.271	12.347	-0.00077	-0.00071	-0.00353	0.00348
1	2	1101	2	0	2.455	19.919	0.00144	0.00142	0.00003	-0.00004
1	2	1101	3	0	21.399	12.252	0.00009	0.00006	-0.00354	0.00349
1	3	1101	0	0	3.256	20.945	0.00001	0.00003	0.00006	-0.00005
1	3	1101	1	0	22.556	12.927	-0.00077	-0.00072	-0.00356	0.00346
1	3	1101	2	0	3.473	20.678	0.00142	0.00138	0.00006	-0.00006
1	3	1101	3	0	22.668	12.825	0.00006	0.00006	-0.00354	0.00353
1	4	1101	0	0	3.768	22.211	0.00000	-0.00001	0.00005	-0.00006
1	4	1101	1	0	22.806	14.316	-0.00075	-0.00075	-0.00352	0.00344
1	4	1101	2	0	3.968	21.940	0.00141	0.00142	0.00009	-0.00004
1	4	1101	3	0	22.936	14.232	0.00004	0.00009	-0.00348	0.00345
1	1	1102	0	0	0.010	0.038	0.00001	0.00001	-0.00003	0.00001
1	1	1102	1	0	18.266	-7.416	-0.00078	-0.00073	-0.00350	0.00343
1	1	1102	2	0	0.240	-0.265	0.00138	0.00142	-0.00003	0.00005
1	1	1102	3	0	18.398	-7.512	0.00005	0.00005	-0.00353	0.00350
1	2	1102	0	0	2.526	22.662	0.00002	0.00003	0.00001	-0.00001
1	2	1102	1	0	21.341	14.872	-0.00075	-0.00072	-0.00352	0.00348
1	2	1102	2	0	2.703	22.413	0.00145	0.00143	0.00002	0.00003
1	2	1102	3	0	21.426	14.823	0.00006	0.00008	-0.00353	0.00347
1	3	1102	0	0	3.638	23.474	0.00001	0.00002	0.00002	-0.00004
1	3	1102	1	0	22.703	15.549	-0.00078	-0.00070	-0.00350	0.00348
1	3	1102	2	0	3.780	23.201	0.00142	0.00139	0.00004	-0.00003
1	3	1102	3	0	22.774	15.467	0.00005	0.00006	-0.00355	0.00349
1	4	1102	0	0	4.034	24.757	-0.00002	0.00001	0.00005	-0.00005
1	4	1102	1	0	23.097	16.847	-0.00077	-0.00075	-0.00351	0.00348
1	4	1102	2	0	4.209	24.509	0.00143	0.00142	0.00002	-0.00003
1	4	1102	3	0	23.199	16.782	0.00004	0.00006	-0.00354	0.00348
1	1	1101	0	0	-0.005	0.048	-0.00001	-0.00001	-0.00002	0.00002
1	1	1101	1	0	18.626	-7.606	-0.00081	-0.00076	-0.00349	0.00345
1	1	1101	2	0	0.217	-0.256	0.00136	0.00137	-0.00002	0.00000
1	1	1101	3	0	18.776	-7.758	0.00006	0.00003	-0.00352	0.00344
1	2	1101	0	0	2.253	20.230	0.00000	0.00001	0.00002	-0.00002
1	2	1101	1	0	21.260	12.333	-0.00079	-0.00075	-0.00350	0.00345
1	2	1101	2	0	2.443	19.922	0.00143	0.00139	0.00004	-0.00005
1	2	1101	3	0	21.397	12.233	0.00007	0.00007	-0.00350	0.00345
1	1	1102	0	0	-0.002	0.046	0.00000	0.00000	0.00000	0.00001
1	1	1102	1	0	18.257	-7.428	-0.00079	-0.00076	-0.00347	0.00339
1	3	1101	0	0	3.238	20.932	0.00000	0.00001	0.00007	-0.00005
1	1	1102	2	0	0.214	-0.292	0.00135	0.00140	-0.00003	0.00003
1	3	1101	1	0	22.552	12.902	-0.00078	-0.00074	-0.00354	0.00344
1	1	1102	3	0	18.378	-7.526	0.00001	0.00003	-0.00350	0.00346
1	3	1101	2	0	3.463	20.678	0.00141	0.00137	0.00006	-0.00006
1	3	1101	3	0	22.667	12.821	0.00004	0.00004	-0.00350	0.00349
1	2	1102	0	0	2.509	22.660	0.00001	0.00000	0.00004	-0.00001
1	2	1102	1	0	21.322	14.861	-0.00077	-0.00076	-0.00348	0.00345
1	4	1101	0	0	3.766	22.207	-0.00002	-0.00001	0.00006	-0.00006
1	2	1102	2	0	2.689	22.416	0.00142	0.00144	0.00001	0.00003
1	4	1101	1	0	22.794	14.301	-0.00077	-0.00077	-0.00349	0.00341
1	2	1102	3	0	21.419	14.801	0.00002	0.00006	-0.00351	0.00344
