2	0	0	0	0
3	0	0	0	0
4	0	0.001509259	0.00811713	0
5	0	0.001886574	0.01014641	0
6	0	0.002263889	0.0121757	0
7	0	0.001617619	0.01907961	0
8	0	0.004636137	0.0182708	0
9	0	0.002318069	0.02169373	0
10	0	0.004636138	0.0182708	0
11	0	0.007546297	0.02309462	0
12	0	0.006441443	0.02198977	0
13	0	0.007546298	0.02309462	0
14	0	0.006737488	0.02611314	0
15	0	0.007842342	0.02721799	0
16	0	0.0111569	0.03053256	0
17	0	0.01417542	0.02972375	0
18	0	0.01005205	0.0294277	0
19	0	0.01086086	0.02640918	0
20	0	0.01266616	0.03012815	0
21	0	0.01406706	0.03535638	0
22	0	0.01447147	0.03384712	0
23	0	0.01406706	0.03535638	0
24	0	0.01627677	0.03756609	0
25	0	0.01296221	0.03425152	0
26	0	0.01517192	0.03646123	0
27	0	0.01738163	0.03867094	0
28	0	0.01848648	0.03977579	0
29	0	0.01848648	0.03977579	0
30	0	0.01848648	0.03977579	0
31	0	0.02069619	0.0419855	0
32	0	0.02029178	0.04349476	0
33	0	0.0229059	0.04419521	0
34	0	0.0247112	0.04791418	0
35	0	0.02290589	0.04419521	0
36	0	0.02169268	0.04872299	0
37	0	0.02390239	0.05093269	0
38	0	0.02390239	0.05093269	0
39	0	0.02611209	0.0531424	0
40	0	0.02611209	0.0531424	0
41	0	0.0279174	0.05686137	0
42	0	0.0279174	0.05686137	0
43	0	0.03163636	0.05866667	0
44	0	0.0297227	0.06058034	0
45	0	0.03193241	0.06279004	0
46	0	0.03303726	0.0638949	0
47	0	0.03414212	0.06499975	0
48	0	0.03414212	0.06499975	0
49	0	0.03594742	0.06871872	0
50	0	0.03786109	0.06680506	0
51	0	0.03745668	0.06831431	0
52	0	0.03624346	0.07284209	0
53	0	0.03845317	0.0750518	0
54	0	0.03926198	0.07203328	0
55	0	0.04025847	0.07877076	0
56	0	0.04025847	0.07877076	0
57	0	0.04287259	0.07947121	0
58	0	0.04136332	0.07987561	0
59	0	0.04578274	0.08429503	0
60	0	0.04578274	0.08429503	0
61	0	0.04618715	0.08278577	0
62	0	0.04537834	0.08580429	0
63	0	0.04718364	0.08952326	0
64	0	0.04497394	0.08731356	0
65	0	0.05119866	0.09545194	0
66	0	0.05060657	0.08720519	0
67	0	0.04677924	0.09103251	0
68	0	0.04998544	0.0999797	0
69	0	0.05270791	0.09504752	0
70	0	0.05119865	0.09545192	0
71	0	0.0523035	0.09655678	0
72	0	0.0537044	0.101785	0
73	0	0.0537044	0.101785	0
74	0	0.0537044	0.101785	0
75	0	0.05661456	0.1066088	0
